;bcc code;address;names; temp label;label
88;BCC674 -17;P:/AI.Repository/BCC projekt-digital\BCC674 (17)_2.ndpi;BCC674 (17)_2.ndpi;2;3
89;BCC674 -16;P:/AI.Repository/BCC projekt-digital\BCC674 (16)_2.ndpi;BCC674 (16)_2.ndpi;2;3
90;BCC674 -15;P:/AI.Repository/BCC projekt-digital\BCC674 (15)_3.ndpi;BCC674 (15)_3.ndpi;3;4
91;BCC674 -14;P:/AI.Repository/BCC projekt-digital\BCC674 (14)_3.ndpi;BCC674 (14)_3.ndpi;3;4
92;BCC674 -13;P:/AI.Repository/BCC projekt-digital\BCC674 (13)_3.ndpi;BCC674 (13)_3.ndpi;3;4
93;BCC674 -12;P:/AI.Repository/BCC projekt-digital\BCC674 (12)_3.ndpi;BCC674 (12)_3.ndpi;3;4
94;BCC674 -11;P:/AI.Repository/BCC projekt-digital\BCC674 (11)_2.ndpi;BCC674 (11)_2.ndpi;2;3
95;BCC674 -10;P:/AI.Repository/BCC projekt-digital\BCC674 (10)_2.ndpi;BCC674 (10)_2.ndpi;2;3
96;BCC673 -5;P:/AI.Repository/BCC projekt-digital\BCC673 (5)_3.ndpi;BCC673 (5)_3.ndpi;3;4
97;BCC673 -4;P:/AI.Repository/BCC projekt-digital\BCC673 (4)_3.ndpi;BCC673 (4)_3.ndpi;3;4
98;BCC673 -3;P:/AI.Repository/BCC projekt-digital\BCC673 (3)_3.ndpi;BCC673 (3)_3.ndpi;3;4
99;BCC673 -2;P:/AI.Repository/BCC projekt-digital\BCC673 (2)_3.ndpi;BCC673 (2)_3.ndpi;3;4
100;BCC673 -1;P:/AI.Repository/BCC projekt-digital\BCC673 (1)_3.ndpi;BCC673 (1)_3.ndpi;3;4
101;BCC672 -2;P:/AI.Repository/BCC projekt-digital\BCC672 (2)_0.ndpi;BCC672 (2)_0.ndpi;0;0
102;BCC672 -1;P:/AI.Repository/BCC projekt-digital\BCC672 (1)_3.ndpi;BCC672 (1)_3.ndpi;3;4
103;BCC671 -6;P:/AI.Repository/BCC projekt-digital\BCC671 (6)_0.ndpi;BCC671 (6)_0.ndpi;0;0
104;BCC671 -5;P:/AI.Repository/BCC projekt-digital\BCC671 (5)_0.ndpi;BCC671 (5)_0.ndpi;0;0
105;BCC671 -4;P:/AI.Repository/BCC projekt-digital\BCC671 (4)_0.ndpi;BCC671 (4)_0.ndpi;0;0
106;BCC671 -3;P:/AI.Repository/BCC projekt-digital\BCC671 (3)_0.ndpi;BCC671 (3)_0.ndpi;0;0
107;BCC671 -2;P:/AI.Repository/BCC projekt-digital\BCC671 (2)_3.ndpi;BCC671 (2)_3.ndpi;3;4
108;BCC671 -1;P:/AI.Repository/BCC projekt-digital\BCC671 (1)_3.ndpi;BCC671 (1)_3.ndpi;3;4
109;BCC670 -4;P:/AI.Repository/BCC projekt-digital\BCC670 (4)_3.ndpi;BCC670 (4)_3.ndpi;3;4
110;BCC670 -3;P:/AI.Repository/BCC projekt-digital\BCC670 (3)_3.ndpi;BCC670 (3)_3.ndpi;3;4
111;BCC670 -2;P:/AI.Repository/BCC projekt-digital\BCC670 (2)_0.ndpi;BCC670 (2)_0.ndpi;0;0
112;BCC670 -1;P:/AI.Repository/BCC projekt-digital\BCC670 (1)_0.ndpi;BCC670 (1)_0.ndpi;0;0
113;BCC669 -5;P:/AI.Repository/BCC projekt-digital\BCC669 (5)_3.ndpi;BCC669 (5)_3.ndpi;3;4
114;BCC669 -4;P:/AI.Repository/BCC projekt-digital\BCC669 (4)_3.ndpi;BCC669 (4)_3.ndpi;3;4
115;BCC669 -3;P:/AI.Repository/BCC projekt-digital\BCC669 (3)_3.ndpi;BCC669 (3)_3.ndpi;3;4
116;BCC669 -2;P:/AI.Repository/BCC projekt-digital\BCC669 (2)_3.ndpi;BCC669 (2)_3.ndpi;3;4
117;BCC669 -1;P:/AI.Repository/BCC projekt-digital\BCC669 (1)_3.ndpi;BCC669 (1)_3.ndpi;3;4
118;BCC668 -2;P:/AI.Repository/BCC projekt-digital\BCC668 (2)_3.ndpi;BCC668 (2)_3.ndpi;3;4
119;BCC668 -1;P:/AI.Repository/BCC projekt-digital\BCC668 (1)_3.ndpi;BCC668 (1)_3.ndpi;3;4
120;BCC667 -3;P:/AI.Repository/BCC projekt-digital\BCC667 (3)_3.ndpi;BCC667 (3)_3.ndpi;3;4
121;BCC667 -2;P:/AI.Repository/BCC projekt-digital\BCC667 (2)_2.ndpi;BCC667 (2)_2.ndpi;2;3
122;BCC667 -1;P:/AI.Repository/BCC projekt-digital\BCC667 (1)_0.ndpi;BCC667 (1)_0.ndpi;0;0
123;BCC666 -4;P:/AI.Repository/BCC projekt-digital\BCC666 (4)_0.ndpi;BCC666 (4)_0.ndpi;0;0
124;BCC666 -3;P:/AI.Repository/BCC projekt-digital\BCC666 (3)_3.ndpi;BCC666 (3)_3.ndpi;3;4
125;BCC666 -2;P:/AI.Repository/BCC projekt-digital\BCC666 (2)_0.ndpi;BCC666 (2)_0.ndpi;0;0
126;BCC666 -1;P:/AI.Repository/BCC projekt-digital\BCC666 (1)_0.ndpi;BCC666 (1)_0.ndpi;0;0
127;BCC665 -3;P:/AI.Repository/BCC projekt-digital\BCC665 (3)_3.ndpi;BCC665 (3)_3.ndpi;3;4
128;BCC665 -2;P:/AI.Repository/BCC projekt-digital\BCC665 (2)_3.ndpi;BCC665 (2)_3.ndpi;3;4
129;BCC665 -1;P:/AI.Repository/BCC projekt-digital\BCC665 (1)_0.ndpi;BCC665 (1)_0.ndpi;0;0
130;BCC664 -9;P:/AI.Repository/BCC projekt-digital\BCC664 (9)_3.ndpi;BCC664 (9)_3.ndpi;3;4
131;BCC664 -8;P:/AI.Repository/BCC projekt-digital\BCC664 (8)_0.ndpi;BCC664 (8)_0.ndpi;0;0
132;BCC664 -7;P:/AI.Repository/BCC projekt-digital\BCC664 (7)_0.ndpi;BCC664 (7)_0.ndpi;0;0
133;BCC664 -6;P:/AI.Repository/BCC projekt-digital\BCC664 (6)_0.ndpi;BCC664 (6)_0.ndpi;0;0
134;BCC664 -5;P:/AI.Repository/BCC projekt-digital\BCC664 (5)_0.ndpi;BCC664 (5)_0.ndpi;0;0
135;BCC664 -4;P:/AI.Repository/BCC projekt-digital\BCC664 (4)_2.ndpi;BCC664 (4)_2.ndpi;2;3
136;BCC664 -3;P:/AI.Repository/BCC projekt-digital\BCC664 (3)_2.ndpi;BCC664 (3)_2.ndpi;2;3
137;BCC664 -2;P:/AI.Repository/BCC projekt-digital\BCC664 (2)_0.ndpi;BCC664 (2)_0.ndpi;0;0
138;BCC664 -18;P:/AI.Repository/BCC projekt-digital\BCC664 (18)_3.ndpi;BCC664 (18)_3.ndpi;3;4
139;BCC664 -17;P:/AI.Repository/BCC projekt-digital\BCC664 (17)_3.ndpi;BCC664 (17)_3.ndpi;3;4
140;BCC664 -16;P:/AI.Repository/BCC projekt-digital\BCC664 (16)_3.ndpi;BCC664 (16)_3.ndpi;3;4
141;BCC664 -15;P:/AI.Repository/BCC projekt-digital\BCC664 (15)_3.ndpi;BCC664 (15)_3.ndpi;3;4
142;BCC664 -14;P:/AI.Repository/BCC projekt-digital\BCC664 (14)_3.ndpi;BCC664 (14)_3.ndpi;3;4
143;BCC664 -13;P:/AI.Repository/BCC projekt-digital\BCC664 (13)_3.ndpi;BCC664 (13)_3.ndpi;3;4
144;BCC664 -12;P:/AI.Repository/BCC projekt-digital\BCC664 (12)_3.ndpi;BCC664 (12)_3.ndpi;3;4
145;BCC664 -11;P:/AI.Repository/BCC projekt-digital\BCC664 (11)_3.ndpi;BCC664 (11)_3.ndpi;3;4
146;BCC664 -10;P:/AI.Repository/BCC projekt-digital\BCC664 (10)_3.ndpi;BCC664 (10)_3.ndpi;3;4
147;BCC664 -1;P:/AI.Repository/BCC projekt-digital\BCC664 (1)_0.ndpi;BCC664 (1)_0.ndpi;0;0
148;BCC663 -2;P:/AI.Repository/BCC projekt-digital\BCC663 (2)_0.ndpi;BCC663 (2)_0.ndpi;0;0
149;BCC663 -1;P:/AI.Repository/BCC projekt-digital\BCC663 (1)_3.ndpi;BCC663 (1)_3.ndpi;3;4
150;BCC662 -3;P:/AI.Repository/BCC projekt-digital\BCC662 (3)_0.ndpi;BCC662 (3)_0.ndpi;0;0
151;BCC662 -2;P:/AI.Repository/BCC projekt-digital\BCC662 (2)_3.ndpi;BCC662 (2)_3.ndpi;3;4
152;BCC662 -1;P:/AI.Repository/BCC projekt-digital\BCC662 (1)_0.ndpi;BCC662 (1)_0.ndpi;0;0
153;BCC661 -9;P:/AI.Repository/BCC projekt-digital\BCC661 (9)_0.ndpi;BCC661 (9)_0.ndpi;0;0
154;BCC661 -8;P:/AI.Repository/BCC projekt-digital\BCC661 (8)_2.ndpi;BCC661 (8)_2.ndpi;2;3
155;BCC661 -7;P:/AI.Repository/BCC projekt-digital\BCC661 (7)_2.ndpi;BCC661 (7)_2.ndpi;2;3
156;BCC661 -6;P:/AI.Repository/BCC projekt-digital\BCC661 (6)_2.ndpi;BCC661 (6)_2.ndpi;2;3
157;BCC661 -5;P:/AI.Repository/BCC projekt-digital\BCC661 (5)_2.ndpi;BCC661 (5)_2.ndpi;2;3
158;BCC661 -4;P:/AI.Repository/BCC projekt-digital\BCC661 (4)_2.ndpi;BCC661 (4)_2.ndpi;2;3
159;BCC661 -3;P:/AI.Repository/BCC projekt-digital\BCC661 (3)_2.ndpi;BCC661 (3)_2.ndpi;2;3
160;BCC661 -2;P:/AI.Repository/BCC projekt-digital\BCC661 (2)_0.ndpi;BCC661 (2)_0.ndpi;0;0
161;BCC661 -12;P:/AI.Repository/BCC projekt-digital\BCC661 (12)_1a.ndpi;BCC661 (12)_1a.ndpi;1a;2
162;BCC661 -11;P:/AI.Repository/BCC projekt-digital\BCC661 (11)_1a.ndpi;BCC661 (11)_1a.ndpi;1a;2
163;BCC661 -10;P:/AI.Repository/BCC projekt-digital\BCC661 (10)_0.ndpi;BCC661 (10)_0.ndpi;0;0
164;BCC661 -1;P:/AI.Repository/BCC projekt-digital\BCC661 (1)_2.ndpi;BCC661 (1)_2.ndpi;2;3
165;BCC6 -3;P:/AI.Repository/BCC projekt-digital\BCC6 (3)_0.ndpi;BCC6 (3)_0.ndpi;0;0
166;BCC6 -2;P:/AI.Repository/BCC projekt-digital\BCC6 (2)_1a.ndpi;BCC6 (2)_1a.ndpi;1a;2
167;BCC6 -1;P:/AI.Repository/BCC projekt-digital\BCC6 (1)_0.ndpi;BCC6 (1)_0.ndpi;0;0
168;BCC50 -5;P:/AI.Repository/BCC projekt-digital\BCC50 (5)_1a.ndpi;BCC50 (5)_1a.ndpi;1a;2
169;BCC50 -4;P:/AI.Repository/BCC projekt-digital\BCC50 (4)_1a.ndpi;BCC50 (4)_1a.ndpi;1a;2
170;BCC50 -3;P:/AI.Repository/BCC projekt-digital\BCC50 (3)_0.ndpi;BCC50 (3)_0.ndpi;0;0
171;BCC50 -2;P:/AI.Repository/BCC projekt-digital\BCC50 (2)_0.ndpi;BCC50 (2)_0.ndpi;0;0
172;BCC50 -1;P:/AI.Repository/BCC projekt-digital\BCC50 (1)_0.ndpi;BCC50 (1)_0.ndpi;0;0
173;BCC5 -3;P:/AI.Repository/BCC projekt-digital\BCC5 (3)_0.ndpi;BCC5 (3)_0.ndpi;0;0
174;BCC5 -2;P:/AI.Repository/BCC projekt-digital\BCC5 (2)_1a.ndpi;BCC5 (2)_1a.ndpi;1a;2
175;BCC5 -1;P:/AI.Repository/BCC projekt-digital\BCC5 (1)_0.ndpi;BCC5 (1)_0.ndpi;0;0
176;BCC49 -6;P:/AI.Repository/BCC projekt-digital\BCC49 (6)_3.ndpi;BCC49 (6)_3.ndpi;3;4
177;BCC49 -5;P:/AI.Repository/BCC projekt-digital\BCC49 (5)_0.ndpi;BCC49 (5)_0.ndpi;0;0
178;BCC49 -4;P:/AI.Repository/BCC projekt-digital\BCC49 (4)_0.ndpi;BCC49 (4)_0.ndpi;0;0
179;BCC49 -3;P:/AI.Repository/BCC projekt-digital\BCC49 (3)_1a.ndpi;BCC49 (3)_1a.ndpi;1a;2
180;BCC49 -2;P:/AI.Repository/BCC projekt-digital\BCC49 (2)_0.ndpi;BCC49 (2)_0.ndpi;0;0
181;BCC49 -1;P:/AI.Repository/BCC projekt-digital\BCC49 (1)_0.ndpi;BCC49 (1)_0.ndpi;0;0
182;BCC48 -2;P:/AI.Repository/BCC projekt-digital\BCC48 (2)_1a.ndpi;BCC48 (2)_1a.ndpi;1a;2
183;BCC48 -1;P:/AI.Repository/BCC projekt-digital\BCC48 (1)_1a.ndpi;BCC48 (1)_1a.ndpi;1a;2
184;BCC470 -2;P:/AI.Repository/BCC projekt-digital\BCC470 (2)_2.ndpi;BCC470 (2)_2.ndpi;2;3
185;BCC470 -1;P:/AI.Repository/BCC projekt-digital\BCC470 (1)_0.ndpi;BCC470 (1)_0.ndpi;0;0
186;BCC47 -9;P:/AI.Repository/BCC projekt-digital\BCC47 (9)_3.ndpi;BCC47 (9)_3.ndpi;3;4
187;BCC47 -8;P:/AI.Repository/BCC projekt-digital\BCC47 (8)_3.ndpi;BCC47 (8)_3.ndpi;3;4
188;BCC47 -7;P:/AI.Repository/BCC projekt-digital\BCC47 (7)_3.ndpi;BCC47 (7)_3.ndpi;3;4
189;BCC47 -6;P:/AI.Repository/BCC projekt-digital\BCC47 (6)_3.ndpi;BCC47 (6)_3.ndpi;3;4
190;BCC47 -5;P:/AI.Repository/BCC projekt-digital\BCC47 (5)_3.ndpi;BCC47 (5)_3.ndpi;3;4
191;BCC47 -4;P:/AI.Repository/BCC projekt-digital\BCC47 (4)_0.ndpi;BCC47 (4)_0.ndpi;0;0
192;BCC47 -3;P:/AI.Repository/BCC projekt-digital\BCC47 (3)_0.ndpi;BCC47 (3)_0.ndpi;0;0
193;BCC47 -2;P:/AI.Repository/BCC projekt-digital\BCC47 (2)_1a.ndpi;BCC47 (2)_1a.ndpi;1a;2
194;BCC47 -10;P:/AI.Repository/BCC projekt-digital\BCC47 (10)_3.ndpi;BCC47 (10)_3.ndpi;3;4
195;BCC47 -1;P:/AI.Repository/BCC projekt-digital\BCC47 (1)_0.ndpi;BCC47 (1)_0.ndpi;0;0
196;BCC469 -4;P:/AI.Repository/BCC projekt-digital\BCC469 (4)_3.ndpi;BCC469 (4)_3.ndpi;3;4
197;BCC469 -3;P:/AI.Repository/BCC projekt-digital\BCC469 (3)_3.ndpi;BCC469 (3)_3.ndpi;3;4
198;BCC469 -2;P:/AI.Repository/BCC projekt-digital\BCC469 (2)_0.ndpi;BCC469 (2)_0.ndpi;0;0
199;BCC469 -1;P:/AI.Repository/BCC projekt-digital\BCC469 (1)_0.ndpi;BCC469 (1)_0.ndpi;0;0
200;BCC468 -3;P:/AI.Repository/BCC projekt-digital\BCC468 (3)_2.ndpi;BCC468 (3)_2.ndpi;2;3
201;BCC468 -2;P:/AI.Repository/BCC projekt-digital\BCC468 (2)_0.ndpi;BCC468 (2)_0.ndpi;0;0
202;BCC468 -1;P:/AI.Repository/BCC projekt-digital\BCC468 (1)_0.ndpi;BCC468 (1)_0.ndpi;0;0
203;BCC467 -3;P:/AI.Repository/BCC projekt-digital\BCC467 (3)_2.ndpi;BCC467 (3)_2.ndpi;2;3
204;BCC467 -2;P:/AI.Repository/BCC projekt-digital\BCC467 (2)_0.ndpi;BCC467 (2)_0.ndpi;0;0
205;BCC467 -1;P:/AI.Repository/BCC projekt-digital\BCC467 (1)_0.ndpi;BCC467 (1)_0.ndpi;0;0
206;BCC466 -3;P:/AI.Repository/BCC projekt-digital\BCC466 (3)_2.ndpi;BCC466 (3)_2.ndpi;2;3
207;BCC466 -2;P:/AI.Repository/BCC projekt-digital\BCC466 (2)_0.ndpi;BCC466 (2)_0.ndpi;0;0
208;BCC465 -1;P:/AI.Repository/BCC projekt-digital\BCC465 (1)_2.ndpi;BCC465 (1)_2.ndpi;2;3
209;BCC464 -4;P:/AI.Repository/BCC projekt-digital\BCC464 (4)_2.ndpi;BCC464 (4)_2.ndpi;2;3
